# SPDX-License-Identifier: Unicode-DFS-2016
# Columns: Form; Pronunciation

අං	aŋ
සිසුවා	sisuwa
සිසුවාගේ	sisuwaːɡeː
සිසුවිය	sisuwijə
සිසුවියක්	sisuwijak
සිසුවියගේ	sisuwijəɡeː
සිසුවියන්	sisuwijan
සිසුවියන්ට	sisuwijanʈə
සිසුවෙකි	sisuweki
සිසුවෙකු	sisuweku
සිසුවෙක්	sisuwek
සිසුහු	sisuhu
සිසේරියන්	siseːrijən
සිස්	sis
සිස්ටම්	sisʈəm
සිහල	sihələ
සිහසුන	sihəsunə
සිහසුනට	sihəsunəʈə
සිහළ	sihələ
සිහළුන්	sihəlun
සිහි	sihi
සිහිකර	sihikərə
සිහිකිරීමටය	sihikiriːməʈəjə
සිහින	sihinə
සිහිනය	sihinəjə
සිහිනයක	sihinəjəkə
සිහිනයකි	sihinəjəki
සිහිනයක්	sihinəjak
සිහිනයෙන්	sihinəjen
සිහිනයේ	sihinəje
සිහිනෙන්	sihinen
සිහින්	sihin
සිහින්ව	sihinwə
සිහිපත්	sihipat
සිහිපත්කරමින්	sihipatkərəmin
සිහිබුද්ධියෙන්	sihibuddijen
සිහිය	sihijə
සිහියක්	sihijak
සිහියට	sihijəʈə
සිහියම	sihijəmə
සිහියයි	sihijaj
සිහියෙන්	sihijen
සිහියේ	sihije
සිහිල්	sihil
සිහිවටන	sihiwaʈənə
සිහිවටනයක්	sihiwaʈənəjak
සිහිවිය	sihiwijə
සිහිසුන්	sihisun
සිහිසුන්ව	sihisunwə
සිළුමිණ	siluminə
සී	siː
සීගිරි	siːɡiri
සීගිරිය	siːɡirijə
සීගිරියට	siːɡirijəʈə
සීගිරියේ	siːɡirijeː
සීට්	siːʈ
සීඩී	siːɖiː
සීඩ්	siːɖ
සීඩ්ස්	siːɖs
සීත	siːtə
සීතල	siːtələ
සීතලට	siːtələʈə
සීතලේ	siːtəleː
සීතා	siːtaː
සීතාව	siːtaːwə
සීතාවක	siːtaːwəkə
සීනි	siːni
සීනිගම	siːniɡamə
සීනිබෝල	siːniboːlə
සීනියර්	siːnijəː
සීනු	siːnu
සීනුව	siːnuwə
සීන්	siːn
සීපා	siːpaː
සීමන්	siːmən
සීමා	siːmaː
සීමාව	siːmaːwə
සීමාවක	siːmaːwəkə
සීමාවකි	siːmaːwəki
සීමාවක්	siːmaːwak
සීමාවට	siːmaːwəʈə
සීමාවන්	siːmaːwan
සීමාවී	siːmaːwiː
සීමාවෙන්	siːmaːwen
සීමාවේ	siːmaːwe
සීමාවේදී	siːmaːweːdiː
සීමාසහිත	siːmaːsahitə
සීමිත	siːmitə
සීමිතය	siːmitəjə
සීමිතයි	siːmitaj
සීය	siːjə
සීයකට	siːjəkəʈə
සීයක්	siːjak
සීයක්ම	siːjakmə
සීයගෙ	siːjaɡe
සීයගේ	siːjaɡe
සීයට	siːjəʈə
සීයත්	siːjat
සීයයි	siːjaj
සීයලා	siːjəla
සීයා	siːja
සීයාගේ	siːjaːɡe
සීයේ	siːje
සීරියස්	siːrijəs
සීරිස්	siːris
සීරී	siːriː
සීරීම්	siːriːm
සීරීස්	siːriːs
සීරුවට	siːruwəʈə
සීරුවෙන්	siːruwen
සීරුවේ	siːruweː
සීල	siːlə
සීලබ්බත	siːlabbətə
සීලය	siːləjə
සීලයක්	siːləjak
සීලයෙන්	siːləjen
සීලවිමල	siːləwimələ
සීලාචාර	siːlaːcaːrə
සීල්	siːl
සීවලී	siːwəliː
සීසන්	siːsən
සීසර්	siːsər
සීසෑම	siːsæːmə
සුක්ෂම	sukʃəmə
සුඛ	sukə
සුඛය	sukəjə
සුඛරභාසුදේව	sukərəbaːsudeːwə
සුඛාන්ත	sukaːntə
සුඛාන්තය	sukaːntəjə
සුඛාය	sukaːjə
සුඛිත	sukitə
සුඛෝපභෝගි	sukoːpəboːɡi
සුඛෝපභෝගී	sukoːpəboːɡiː
සුගතදාස	suɡətədaːsə
සුගතපාල	suɡətəpaːlə
සුගතිගාමී	suɡətiɡaːmiː
සුගතියක්	suɡətijak
සුගතෝ	suɡətoː
සුගත්	suɡat
සුගත්ගේ	suɡatɡe
සුගලා	suɡəlaː
සුචරිත	sucaritə
සුජාත	suɟaːtə
සුජාතභාවය	suɟaːtəbaːwəjə
සුජාතා	suɟaːtaː
සුජාතාගේ	suɟaːtaːɡeː
සුජානි	suɟaːni
සුජිත්	suɟit
සුජීව	suɟiːwə
සුජීවා	suɟiːwaː
සුඩානය	suɖaːnəjə
සුත	sutə
සුතුර	suturə
සුත්ත	suttə
සුත්රය	suttrəjə
සුත්‍රය	suttrəjə
සුද	sudə
සුදත්	sudat
සුදර්ශන	sudarʃənə
සුදර්ශනී	sudarʃəni
සුදා	sudaː
සුදාගේ	sudaːɡe
සුදානම	sudaːnəmə
සුදානම්	sudaːnam
සුදු	sudu
සුදුපාට	sudupaːʈə
සුදුයි	sudui
සුදුලූනු	suduluːnu
සුදුව	suduwə
සුදුවට	suduwəʈə
සුදුවෑන්	suduwæːn
සුදුසු	sudusu
සුදුසුකම	sudusukamə
සුදුසුකමක්	sudusukamak
සුදුසුකම්	sudusukam
සුදුසුද	sudusudə
සුදුසුම	sudusumə
සුදුසුය	sudusujə
සුදුසුයි	sudusui
සුදුස්සාට	sudussaːʈə
සුදුස්සෙක්	sudussek
සුදුහඳුන්	suduhaⁿdun
සුදූ	suduː
සුදේශ්	sudeːʃ
සුදොවුන්	sudown
සුදෝ	sudoː
සුද්ද	suddə
සුද්දගෙ	suddaɡe
සුද්දගේ	suddaɡe
සුද්දට	suddaʈə
සුද්දත්	suddat
සුද්දන්	suddan
සුද්දන්ගෙ	suddanɡe
සුද්දන්ගෙන්	suddanɡen
සුද්දන්ගේ	suddanɡeː
සුද්දන්ට	suddanʈə
සුද්දා	sudda
සුද්දාගෙන්	suddaːɡen
සුද්දාගේ	suddaːɡeː
සුද්දාට	suddaːʈə
සුද්දි	suddi
සුද්දියෝ	suddijoː
සුද්දෙක්	suddek
සුද්දො	suddo
සුද්දොත්	suddot
සුද්දොන්ට	suddonʈə
සුද්දෝ	suddoː
සුද්ධ	suddə
සුද්ධෝ	suddo
සුධීර	sudiːrə
සුනක	sunəkə
සුනක්ඛත්ත	sunakkattə
සුනඛ	sunəkə
සුනඛයකු	sunəkəjəku
සුනඛයන්	sunəkəjan
සුනඛයන්ගෙ	sunəkəjanɡe
සුනඛයන්ට	sunəkəjanʈə
සුනඛයා	sunəkəja
සුනඛයාට	sunəkəjaːʈə
සුනඛයින්	sunəkəin
සුනඛයෙකි	sunəkəjeki
සුනඛයෙක්	sunəkəjek
සුනඛයෝ	sunəkəjoː
සුනන්ද	sunandə
සුනාමි	sunaːmi
සුනාමිය	sunaːmijə
සුනාමියට	sunaːmijəʈə
සුනාමියෙන්	sunaːmijen
සුනිමල්	sunimal
සුනිලා	sunilaː
සුනිල්	sunil
සුනිල්ගේ	sunilɡe
සුනීත	suniːtə
සුනු	sunu
සුනෙත්	sunet
සුනේත්	suneːt
සුන්	sun
සුන්දර	sundərə
සුන්දරතම	sundərətəmə
සුන්දරත්වය	sundəratwəjə
සුන්දරත්වයක්	sundəratwəjək
සුන්දරද	sundərədə
සුන්දරම	sundərəmə
සුන්දරය	sundərəjə
සුන්දරයි	sundəraj
සුන්දරව	sundərəwə
සුන්නත්	sunnat
සුන්නි	sunni
සුන්බුන්	sunbun
සුප	supə
සුපතල	supətələ
සුපර්	supər
සුපර්නැචුරල්	supəːnæcurəl
සුපර්මෑන්	supəːmæːn
සුපිරි	supiri
සුපිරිද	supiridə
සුපිරිම	supirimə
සුපිරියට	supirijəʈə
සුපිරියටම	supirijəʈəmə
සුපිරියි	supiriː
සුපිරිසිදු	supirisidu
සුපිහිටි	supihiʈi
සුපුන්	supun
සුපුරුදු	supurudu
සුප්	sup
සුප්පා	suppaː
සුප්රකට	supprəkəʈə
සුබ	subə
සුබදායක	subədaːjəkə
සුබදායී	subədaːjiː
සුබපතනවා	subəpatənəwa
සුබපල	subəpalə
සුබපලදායක	subəpalədaːjəkə
සුබපැතුම්	subəpætum
සුබඵල	subəpalə
සුබඵලදායක	subəpalədaːjəkə
සුබම	subəmə
සුබය	subəjə
සුබයි	subaj
සුබවාදී	subəwaːdiː
සුබවාදීව	subəwaːdiːwə
සුබවේ	subəweː
සුබසාධන	subəsaːdənə
සුබසාධනය	subəsaːdənəjə
සුබසිංහ	subəsiŋhə
සුභ	subə
සුභදායක	subədaːjəkə
සුභද්ද	subaddə
සුභපතනව	subəpatənəwa
සුභපතනවා	subəpatənəwa
සුභපැතුම	subəpætumə
සුභපැතුම්	subəpætum
සුභම	subəmə
සුභයි	subaj
සුභවාදී	subəwaːdiː
සුභසිංහ	subəsiŋhə
සුභසිද්ධිය	subəsiddijə
සුභා	subaː
සුභාවිත	subaːwitə
සුභාෂිණී	subaːʃiniː
සුභාෂිත	subaːʃitə
සුභාෂ්	subaːʃ
සුභූති	subuːti
සුමංගල	sumaŋɡələ
සුමට	suməʈə
සුමති	suməti
සුමතිපාල	sumətipaːlə
සුමතිපාලගේ	sumətipaːləɡe
සුමතිපාලගේ	sumətipaːləɡeː
සුමතිපාලට	sumətipaːləʈə
සුමන	sumənə
සුමනදාස	sumənədaːsə
සුමනබෝධි	sumənəboːdi
සුමනසේකර	sumənəseːkərə
සුමනා	sumənaː
සුමානෙ	sumaːne
සුමානේ	sumaːne
සුමිත්	sumit
සුමිත්ත	sumittə
සුමින්ද	sumində
සුමුදු	sumudu
සුමේද	sumeːdə
සුමේධ	sumeːdə
සුමේරියානු	sumeːrijaːnu
සුම්	sum
සුර	surə
සුරංග	suraŋɡə
සුරංගනා	suraŋɡənaː
සුරකින	surakinə
සුරකින	surəkinə
සුරකින්න	surakinnə
සුරක්ෂිත	surakʃitə
සුරක්ෂිතතා	surakʃitətaː
සුරක්ෂිතභාවය	surakʃitəbaːwəjə
සුරක්ෂිතව	surakʃitəwə
සුරක්ෂිතා	surakʃitaː
සුරඟන	surəᵑɡənə
සුරඟනන්	surəᵑɡənan
සුරතලයට	surətələjəʈə
සුරතල්	surətal
සුරන්	suran
සුරන්ගනා	suranɡənaː
සුරම්	suram
සුරඹා	surəᵐba
සුරලි	surəli
සුරල්	sural
සුරවීර	surəwiːrə
සුරා	suraː
සුරාජ්	suraːɟ
සුරාබදු	suraːbadu
සුරාව	suraːwə
සුරැකිව	surækiwə
සුරැකීම	surækiːmə
සුරැකීමට	surækiːməʈə
සුරැකීමේ	surækiːmeː
සුරිත්	surit
සුරිඳු	suriⁿdu
සුරිඳුන්	suriⁿdun
සුරූපි	suruːpi
සුරූපිනිය	suruːpinijə
සුරූපිනී	suruːpiniː
සුරූපී	suruːpiː
සුරේඛා	sureːkaː
සුරේනි	sureːni
සුරේන්	sureːn
සුරේෂ්	sureːʃ
සුර්ය	suːrjə
සුර්යා	surjaː
සුලඟ	suləᵑɡə
සුලබ	suləbə
සුලබය	suləbəjə
සුලබව	suləbəwə
සුලභ	suləbə
සුලභය	suləbəjə
සුලභව	suləbəwə
සුලමුල	suləmulə
සුලු	sulu
සුලුය	sulujə
සුලුයි	sului
සුලෝචනා	suloːcənaː
සුව	suwə
සුවකර	suwəkərə
සුවකළ	suwəkələ
සුවකිරීමට	suwəkiriːməʈə
සුවච	suwəcə
සුවද	suwədə
සුවදායක	suwədaːjəkə
සුවදුක්	suwəduk
සුවඳ	suwəⁿdə
සුවඳකි	suwəⁿdəki
සුවඳක්	suwəⁿdak
සුවඳට	suwəⁿdəʈə
සුවඳය	suwəⁿdəjə
සුවඳයි	suwəⁿdaj
සුවඳවත්	suwəⁿdəwat
සුවඳැති	suwəⁿdæti
සුවඳැල්	suwəⁿdæl
සුවඳින්	suwəⁿdin
සුවපත්	suwəpat
සුවපහසු	suwəpahasu
සුවය	suwəjə
සුවයක්	suwəjak
සුවයට	suwəjəʈə
සුවයෙන්	suwəjen
සුවර්	suwər
සුවසේ	suwəseː
සුවහසක්	suwəhasak
සුවාමි	suwaːmi
සුවිනීතා	suwiniːtaː
සුවිශාල	suwiʃaːlə
සුවිශේෂ	suwiʃeːʃə
සුවිශේෂත්වය	suwiʃeːʃatwəjə
සුවිශේෂත්වයකි	suwiʃeːʃatwəjəki
සුවිශේෂයි	suwiʃeːʃaj
සුවිශේෂි	suwiʃeːʃi
සුවිශේෂී	suwiʃeːʃiː
සුවිසල්	suwisal
සුසංයෝගය	susaŋjoːɡəjə
සුසන්ත	susantə
සුසන්තිකා	susantikaː
සුසාන	susaːnə
සුසාන්	susaːn
සුසිනිඳු	susiniⁿdu
සුසිරන්	susirən
සුසිරන්ද	susirandə
සුසිලා	susilaː
සුසිල්	susil
සුසුකි	susuki
සුසුමක්	susumak
සුසුම්	susum
සුසෙයි	susej
සුසෙයිගේ	susejɡeː
සුහද	suhadə
සුහදතාව	suhədətaːwə
සුහදත්වය	suhədatwəjə
සුහදව	suhadəwə
සුහදව	suhədəwə
සුහදශීලී	suhadəʃiːliː
සුහදශීලී	suhədəʃiːliː
සුහුඹුල්	suhuᵐbul
සුළං	sulaŋ
සුළඟ	suləᵑɡə
සුළඟක්	suləᵑɡak
සුළඟට	suləᵑɡəʈə
සුළඟත්	suləᵑɡat
සුළඟින්	suləᵑɡin
සුළඟිල්ල	suləᵑɡillə
සුළඟිල්ලේ	suləᵑɡille
සුළඟේ	suləᵑɡeː
සුළභ	suləbə
සුළි	suli
සුළු	sulu
සුළුතර	sulutərə
සුළුතරය	sulutərəjə
සුළුතරයක්	sulutərəjak
සුළුපටු	sulupaʈu
සුළුය	sulujə
සුළුයි	sului
සුළුවෙන්	suluwen
සූ	suː
සූකර	suːkərə
සූක්	suːk
සූක්ෂම	suːkʃəmə
සූක්ෂමව	suːkʃəməwə
සූට්	suːʈ
සූත්ර	suːttrə
සූත්‍ර	suːttrə
සූත්රය	suːttrəjə
සූත්රයට	suːttrəjəʈə
සූත්‍රයට	suːttrəjəʈə
සූත්රයෙන්	suːttrəjen
සූත්‍රයෙන්	suːttrəjen
සූත්රයෙහි	suːtrəjehi
සූත්‍රයෙහි	suːttrəjehi
සූත්රයේ	suːttrəjeː
සූත්‍රයේ	suːttrəjeː
සූත්රයේදී	suːtrəjeːdiː
සූදානම	suːdaːnəmə
සූදානමක්	suːdaːnəmak
සූදානමින්	suːdaːnəmin
සූදානම්	suːdaːnam
සූදානම්ද	suːdaːnamdə
සූදානම්ය	suːdaːnamjə
සූදානම්ව	suːdaːnamwə
සූදු	suːdu
සූදුව	suːduwə
සූනියම්	suːnijam
